Id, Image, Time, X, Y, Z, Heading, Roll, Pitch, Camera, Quality, Line, Color, AccuracyXyz
37,p000036.jpg,1726507966.5692,5.0298,0.9204,1.4292,72.7406,-6.6379,-4.0955,0,1,0,C0;0;0;0;0;0,0.1
38,p000037.jpg,1726507967.6092,4.9540,0.5772,1.3872,154.9319,-3.1324,-7.7639,0,1,0,C0;0;0;0;0;0,0.1
39,p000038.jpg,1726507968.6092,4.2307,0.3283,1.3596,-149.3426,-7.7358,-10.6296,0,1,0,C0;0;0;0;0;0,0.1
40,p000039.jpg,1726507969.6092,3.6025,-0.1705,1.3823,-133.3162,-6.7796,-7.8992,0,1,0,C0;0;0;0;0;0,0.1
41,p000040.jpg,1726507970.6512,2.8548,-0.6650,1.4023,-133.0929,-8.1158,-7.4466,0,1,0,C0;0;0;0;0;0,0.1
42,p000041.jpg,1726507971.6502,2.5143,-1.5419,1.3891,-173.0049,-5.8754,-9.4506,0,1,0,C0;0;0;0;0;0,0.1
43,p000042.jpg,1726507972.6512,2.9465,-2.4322,1.3775,139.1257,-8.6195,-7.3133,0,1,0,C0;0;0;0;0;0,0.1
44,p000043.jpg,1726507973.6932,3.7461,-3.0190,1.4020,105.6792,-9.4350,-8.3018,0,1,0,C0;0;0;0;0;0,0.1
45,p000044.jpg,1726507974.6932,4.6942,-2.9743,1.3829,71.8875,-10.0833,-8.4060,0,1,0,C0;0;0;0;0;0,0.1
46,p000045.jpg,1726507975.6932,5.3986,-2.6038,1.3904,57.5823,-6.8837,-8.7631,0,1,0,C0;0;0;0;0;0,0.1
47,p000046.jpg,1726507976.7342,6.0313,-2.8054,1.3701,103.1984,-3.6934,-12.0952,0,1,0,C0;0;0;0;0;0,0.1
48,p000047.jpg,1726507977.7342,6.4959,-3.1934,1.3815,101.7388,-7.1245,-9.2580,0,1,0,C0;0;0;0;0;0,0.1
49,p000048.jpg,1726507978.7342,7.0039,-3.3550,1.4048,65.6044,-6.4072,-8.9483,0,1,0,C0;0;0;0;0;0,0.1
50,p000049.jpg,1726507979.7342,7.4211,-3.6794,1.4001,83.8125,-4.1552,-8.4385,0,1,0,C0;0;0;0;0;0,0.1
51,p000050.jpg,1726507980.7762,7.7857,-4.3295,1.3850,135.2728,-6.0064,-7.1859,0,1,0,C0;0;0;0;0;0,0.1
52,p000051.jpg,1726507981.7762,8.0166,-5.0676,1.4013,167.1939,-3.2974,-7.9335,0,1,0,C0;0;0;0;0;0,0.1
53,p000052.jpg,1726507982.7762,8.0774,-5.7902,1.3617,-166.2251,-4.4644,-6.8288,0,1,0,C0;0;0;0;0;0,0.1
54,p000053.jpg,1726507983.8182,7.7461,-6.5754,1.3958,-141.9943,-4.0517,-8.5674,0,1,0,C0;0;0;0;0;0,0.1
55,p000054.jpg,1726507984.8182,7.1717,-7.2756,1.4071,-139.7166,-3.4471,-5.7011,0,1,0,C0;0;0;0;0;0,0.1
56,p000055.jpg,1726507985.8182,6.5011,-8.0092,1.4312,-136.4242,-6.1749,-5.5827,0,1,0,C0;0;0;0;0;0,0.1
57,p000056.jpg,1726507986.8182,5.8255,-8.7132,1.4280,-134.6308,-4.1349,-1.7026,0,1,0,C0;0;0;0;0;0,0.1
58,p000057.jpg,1726507987.8592,5.1410,-9.4368,1.4121,-129.7788,-4.9247,-2.9350,0,1,0,C0;0;0;0;0;0,0.1
59,p000058.jpg,1726507988.8592,4.3674,-10.0643,1.4386,-126.8930,-3.3219,-5.1881,0,1,0,C0;0;0;0;0;0,0.1
60,p000059.jpg,1726507989.8592,3.6259,-10.7538,1.4207,-134.1475,-1.9293,-4.6696,0,1,0,C0;0;0;0;0;0,0.1
61,p000060.jpg,1726507990.8592,3.0180,-11.4593,1.4538,-135.3275,-6.6849,-4.3363,0,1,0,C0;0;0;0;0;0,0.1
62,p000061.jpg,1726507991.9012,2.3759,-11.7720,1.4252,-96.6160,-0.7188,-5.4963,0,1,0,C0;0;0;0;0;0,0.1
63,p000062.jpg,1726507992.9012,2.6171,-11.6431,1.4005,-17.2606,-3.4891,-9.3355,0,1,0,C0;0;0;0;0;0,0.1
64,p000063.jpg,1726507993.9012,3.3859,-11.2604,1.3760,35.2155,-8.1824,-10.6702,0,1,0,C0;0;0;0;0;0,0.1
65,p000064.jpg,1726507994.9422,4.1746,-10.5445,1.3812,42.5611,-8.5034,-7.8567,0,1,0,C0;0;0;0;0;0,0.1
66,p000065.jpg,1726507995.9432,5.0400,-9.7683,1.3957,47.2092,-8.4266,-8.8362,0,1,0,C0;0;0;0;0;0,0.1
67,p000066.jpg,1726507996.9432,5.8358,-8.9462,1.3797,45.0655,-7.9047,-7.8596,0,1,0,C0;0;0;0;0;0,0.1
68,p000067.jpg,1726507997.9432,6.6029,-8.1546,1.3623,47.0977,-7.8720,-6.8284,0,1,0,C0;0;0;0;0;0,0.1
69,p000068.jpg,1726507998.9842,7.4404,-7.3021,1.3651,49.3146,-6.6022,-11.3536,0,1,0,C0;0;0;0;0;0,0.1
70,p000069.jpg,1726507999.9842,8.2062,-6.4561,1.3434,50.9222,-6.9933,-9.3850,0,1,0,C0;0;0;0;0;0,0.1
71,p000070.jpg,1726508000.9842,9.0511,-5.8134,1.3298,61.7386,-8.9913,-8.3477,0,1,0,C0;0;0;0;0;0,0.1
72,p000071.jpg,1726508001.9842,9.8877,-5.6700,1.3489,95.9495,-5.3197,-9.6840,0,1,0,C0;0;0;0;0;0,0.1
73,p000072.jpg,1726508003.0282,10.4373,-6.1704,1.3341,147.3189,-8.0519,-10.2615,0,1,0,C0;0;0;0;0;0,0.1
74,p000073.jpg,1726508004.0282,10.6304,-6.8642,1.3396,-176.3294,-6.2888,-8.3363,0,1,0,C0;0;0;0;0;0,0.1
75,p000074.jpg,1726508005.0282,10.2590,-7.1796,1.3552,-139.5421,-4.9140,-8.3888,0,1,0,C0;0;0;0;0;0,0.1
76,p000075.jpg,1726508006.0702,9.3338,-7.3303,1.3536,-128.9957,-5.1576,-14.3328,0,1,0,C0;0;0;0;0;0,0.1
77,p000076.jpg,1726508007.0702,8.6628,-8.0074,1.3643,-149.7040,-4.2452,-10.4843,0,1,0,C0;0;0;0;0;0,0.1
78,p000077.jpg,1726508008.0702,8.1793,-8.8556,1.3634,-160.8208,-10.7928,-11.4258,0,1,0,C0;0;0;0;0;0,0.1
79,p000078.jpg,1726508009.0702,7.9122,-9.6761,1.4118,-176.0665,-11.3566,-7.2908,0,1,0,C0;0;0;0;0;0,0.1
80,p000079.jpg,1726508010.1112,8.0546,-10.6240,1.3591,143.6355,-13.9448,-11.1398,0,1,0,C0;0;0;0;0;0,0.1
81,p000080.jpg,1726508011.1112,8.6630,-11.3291,1.3740,135.7874,-8.5255,-8.8922,0,1,0,C0;0;0;0;0;0,0.1
82,p000081.jpg,1726508012.1112,9.3064,-12.0640,1.3804,144.2540,-4.5581,-10.4587,0,1,0,C0;0;0;0;0;0,0.1
83,p000082.jpg,1726508013.1112,10.0386,-12.6405,1.3980,127.1690,-6.4987,-5.0095,0,1,0,C0;0;0;0;0;0,0.1
84,p000083.jpg,1726508014.1522,10.6112,-13.2063,1.3924,132.4537,-11.3381,-7.2850,0,1,0,C0;0;0;0;0;0,0.1
85,p000084.jpg,1726508015.1532,10.7017,-13.7202,1.3680,-166.6076,-5.8337,-10.7067,0,1,0,C0;0;0;0;0;0,0.1
86,p000085.jpg,1726508016.1952,11.3685,-14.2548,1.4186,-179.5708,-8.0039,-6.1682,0,1,0,C0;0;0;0;0;0,0.1
87,p000086.jpg,1726508017.1952,12.0533,-14.8598,1.4001,162.2810,-5.1388,-8.7750,0,1,0,C0;0;0;0;0;0,0.1
88,p000087.jpg,1726508018.1952,12.9263,-15.4153,1.4222,146.9315,-5.4196,-6.5959,0,1,0,C0;0;0;0;0;0,0.1
89,p000088.jpg,1726508019.2362,13.8308,-16.0552,1.4252,134.6580,-3.3256,-3.9627,0,1,0,C0;0;0;0;0;0,0.1
90,p000089.jpg,1726508020.2362,14.6202,-16.7524,1.4487,134.4343,-2.8618,-2.3149,0,1,0,C0;0;0;0;0;0,0.1
91,p000090.jpg,1726508021.2362,15.3814,-17.4708,1.3864,141.0586,-7.4857,-11.3596,0,1,0,C0;0;0;0;0;0,0.1
92,p000091.jpg,1726508022.2362,16.1099,-18.2712,1.3792,132.0503,-5.8110,-7.9804,0,1,0,C0;0;0;0;0;0,0.1
93,p000092.jpg,1726508023.2782,17.0898,-18.4827,1.3939,84.1388,-8.0330,-10.5487,0,1,0,C0;0;0;0;0;0,0.1
94,p000093.jpg,1726508024.2782,17.7910,-17.8050,1.4468,42.4669,-1.3951,-6.0151,0,1,0,C0;0;0;0;0;0,0.1
95,p000094.jpg,1726508025.2782,18.3758,-17.1363,1.4127,47.8651,-1.9633,-2.7002,0,1,0,C0;0;0;0;0;0,0.1
96,p000095.jpg,1726508026.3202,19.1510,-16.9511,1.3696,99.2592,-2.8499,-11.6996,0,1,0,C0;0;0;0;0;0,0.1
97,p000096.jpg,1726508027.3202,19.9623,-17.3511,1.3671,129.6317,-2.3484,-8.4196,0,1,0,C0;0;0;0;0;0,0.1
98,p000097.jpg,1726508028.3202,20.8130,-17.9208,1.4056,149.5938,-8.7671,-3.7767,0,1,0,C0;0;0;0;0;0,0.1
99,p000098.jpg,1726508029.3612,21.6267,-18.7022,1.4366,158.8334,-5.4802,-6.1435,0,1,0,C0;0;0;0;0;0,0.1
100,p000099.jpg,1726508030.3612,22.4278,-19.4702,1.4348,151.6868,-4.5118,-3.6487,0,1,0,C0;0;0;0;0;0,0.1
101,p000100.jpg,1726508031.3612,23.2860,-20.1649,1.4409,146.0236,-4.4478,-1.0946,0,1,0,C0;0;0;0;0;0,0.1
102,p000101.jpg,1726508032.4032,24.2325,-20.8594,1.4353,141.9606,-4.1371,-5.2711,0,1,0,C0;0;0;0;0;0,0.1
103,p000102.jpg,1726508033.4032,25.2507,-21.5269,1.4201,143.5996,-4.6611,-6.1318,0,1,0,C0;0;0;0;0;0,0.1
104,p000103.jpg,1726508034.4442,26.2390,-22.2995,1.4126,143.9322,-1.1390,-4.4212,0,1,0,C0;0;0;0;0;0,0.1
105,p000104.jpg,1726508035.4452,27.1292,-23.0112,1.4377,139.0986,-0.2947,-2.9081,0,1,0,C0;0;0;0;0;0,0.1
106,p000105.jpg,1726508036.4442,27.9607,-23.6921,1.4600,142.7641,-7.7915,-2.7742,0,1,0,C0;0;0;0;0;0,0.1
107,p000106.jpg,1726508037.4862,28.7242,-24.3858,1.4494,138.1072,-6.5484,-1.8587,0,1,0,C0;0;0;0;0;0,0.1
108,p000107.jpg,1726508038.4862,29.4166,-25.0008,1.4092,140.8600,-4.7590,-4.9681,0,1,0,C0;0;0;0;0;0,0.1
109,p000108.jpg,1726508039.4862,30.0473,-25.7169,1.4517,142.2732,-2.7281,-2.7628,0,1,0,C0;0;0;0;0;0,0.1
110,p000109.jpg,1726508040.4862,30.8050,-26.3422,1.4165,131.9839,-5.2791,-4.2149,0,1,0,C0;0;0;0;0;0,0.1
111,p000110.jpg,1726508041.5292,31.6028,-26.9384,1.4389,132.1273,-5.4147,-2.8769,0,1,0,C0;0;0;0;0;0,0.1
112,p000111.jpg,1726508042.5292,32.2895,-27.5645,1.4030,139.9198,-4.8877,-4.5183,0,1,0,C0;0;0;0;0;0,0.1
113,p000112.jpg,1726508043.5292,32.9702,-28.1981,1.4115,142.6392,-4.0411,-3.6174,0,1,0,C0;0;0;0;0;0,0.1
114,p000113.jpg,1726508044.5712,33.6792,-28.8864,1.4415,139.3028,-3.5761,-0.8971,0,1,0,C0;0;0;0;0;0,0.1
115,p000114.jpg,1726508045.5712,34.4286,-29.5100,1.4180,131.7085,-4.3931,-0.1750,0,1,0,C0;0;0;0;0;0,0.1
116,p000115.jpg,1726508046.5712,35.1356,-30.1078,1.4558,137.6215,-7.1840,-2.1955,0,1,0,C0;0;0;0;0;0,0.1
117,p000116.jpg,1726508047.5712,35.8222,-30.7965,1.4426,138.2552,-2.3721,-2.7325,0,1,0,C0;0;0;0;0;0,0.1
118,p000117.jpg,1726508048.6112,36.6129,-31.4308,1.4588,137.9686,-3.9794,-2.1255,0,1,0,C0;0;0;0;0;0,0.1
119,p000118.jpg,1726508049.6112,37.3064,-32.0755,1.4676,139.3264,-2.9807,-3.8697,0,1,0,C0;0;0;0;0;0,0.1
120,p000119.jpg,1726508050.6112,38.0910,-32.7283,1.4346,129.4720,-1.8165,-2.6789,0,1,0,C0;0;0;0;0;0,0.1
121,p000120.jpg,1726508051.6532,38.8824,-33.4364,1.4660,127.7533,-7.3567,-2.6736,0,1,0,C0;0;0;0;0;0,0.1
122,p000121.jpg,1726508052.6532,39.4813,-34.2851,1.4623,134.9581,-4.4551,-3.2915,0,1,0,C0;0;0;0;0;0,0.1
123,p000122.jpg,1726508053.6532,40.1682,-34.8889,1.4662,136.7785,-4.7783,-1.5036,0,1,0,C0;0;0;0;0;0,0.1
124,p000123.jpg,1726508054.6532,40.8059,-35.5030,1.4720,143.6321,-3.7324,-2.2266,0,1,0,C0;0;0;0;0;0,0.1
125,p000124.jpg,1726508055.6942,41.3640,-36.2561,1.4200,159.7697,-3.8819,-3.4597,0,1,0,C0;0;0;0;0;0,0.1
126,p000125.jpg,1726508056.6952,41.5159,-37.0519,1.4055,-168.6635,-5.9049,-7.4743,0,1,0,C0;0;0;0;0;0,0.1
127,p000126.jpg,1726508057.7362,41.2448,-37.6376,1.3993,-139.2373,-1.3010,-6.0258,0,1,0,C0;0;0;0;0;0,0.1
128,p000127.jpg,1726508058.7362,40.9641,-37.9296,1.4140,-119.3484,0.0273,-7.8878,0,1,0,C0;0;0;0;0;0,0.1
129,p000128.jpg,1726508059.7362,40.8156,-38.0422,1.3894,-123.8340,-3.3674,-10.9323,0,1,0,C0;0;0;0;0;0,0.1
130,p000129.jpg,1726508060.7782,40.4831,-38.4562,1.4232,-132.0986,-2.2140,-8.2904,0,1,0,C0;0;0;0;0;0,0.1
131,p000130.jpg,1726508061.7782,40.2648,-38.8693,1.4145,-149.8964,-2.0050,-6.5255,0,1,0,C0;0;0;0;0;0,0.1
132,p000131.jpg,1726508062.8202,40.2334,-39.3714,1.3992,-167.2104,-4.8712,-7.8701,0,1,0,C0;0;0;0;0;0,0.1
133,p000132.jpg,1726508063.8202,40.3062,-39.6129,1.3586,-158.0099,-5.0605,-9.5302,0,1,0,C0;0;0;0;0;0,0.1
134,p000133.jpg,1726508064.8202,40.2954,-39.6867,1.2896,-139.9975,0.9861,-17.5787,0,1,0,C0;0;0;0;0;0,0.1
135,p000134.jpg,1726508065.8202,40.4205,-39.6769,1.3064,-126.6690,-9.5212,-13.3817,0,1,0,C0;0;0;0;0;0,0.1
136,p000135.jpg,1726508066.8612,40.3695,-39.4687,1.3158,-128.1622,-6.8107,-15.8836,0,1,0,C0;0;0;0;0;0,0.1
137,p000136.jpg,1726508067.8612,40.3318,-39.4275,1.3022,-139.6283,-6.2707,-14.5760,0,1,0,C0;0;0;0;0;0,0.1
138,p000137.jpg,1726508068.8612,40.2908,-39.3965,1.2922,-137.6017,-6.1191,-16.6904,0,1,0,C0;0;0;0;0;0,0.1
139,p000138.jpg,1726508069.9032,40.0996,-39.6738,1.3826,-140.2940,-6.5663,-7.4579,0,1,0,C0;0;0;0;0;0,0.1
140,p000139.jpg,1726508070.9032,39.5549,-40.2753,1.4417,-144.0486,-4.8483,-1.9737,0,1,0,C0;0;0;0;0;0,0.1
141,p000140.jpg,1726508071.9032,38.9259,-40.8860,1.4759,-137.7264,-4.6771,-1.6992,0,1,0,C0;0;0;0;0;0,0.1
142,p000141.jpg,1726508072.9442,38.1859,-41.0294,1.4557,-117.2398,-3.1389,-2.7634,0,1,0,C0;0;0;0;0;0,0.1
143,p000142.jpg,1726508073.9442,37.5155,-40.7956,1.4665,-96.6066,-1.7577,-4.3963,0,1,0,C0;0;0;0;0;0,0.1
144,p000143.jpg,1726508074.9452,37.0231,-40.2543,1.4706,-90.2621,-6.5124,-5.2023,0,1,0,C0;0;0;0;0;0,0.1
145,p000144.jpg,1726508075.9862,36.5298,-39.7171,1.4925,-90.6649,-10.5279,-2.2765,0,1,0,C0;0;0;0;0;0,0.1
146,p000145.jpg,1726508076.9862,36.0169,-39.1599,1.4768,-83.1317,-6.2469,-4.4340,0,1,0,C0;0;0;0;0;0,0.1
147,p000146.jpg,1726508078.0282,35.4414,-38.5877,1.4692,-87.3340,-6.2629,-4.3337,0,1,0,C0;0;0;0;0;0,0.1
148,p000147.jpg,1726508079.0282,34.9046,-38.1025,1.4978,-84.6887,-8.0095,-4.6754,0,1,0,C0;0;0;0;0;0,0.1
149,p000148.jpg,1726508080.0282,34.3822,-37.5882,1.4836,-78.5217,-3.2778,-6.6165,0,1,0,C0;0;0;0;0;0,0.1
150,p000149.jpg,1726508081.0282,33.8678,-37.0381,1.4715,-76.1589,-4.9783,-4.0802,0,1,0,C0;0;0;0;0;0,0.1
151,p000150.jpg,1726508082.0702,33.3173,-36.4746,1.4870,-69.2942,-6.6922,-2.3510,0,1,0,C0;0;0;0;0;0,0.1
152,p000151.jpg,1726508083.0702,32.7902,-35.9978,1.4527,-57.8248,-2.5739,-5.5230,0,1,0,C0;0;0;0;0;0,0.1
153,p000152.jpg,1726508084.0702,32.4534,-35.3979,1.4541,-40.8734,-6.8115,-3.1623,0,1,0,C0;0;0;0;0;0,0.1
154,p000153.jpg,1726508085.0702,32.4534,-34.7363,1.4545,-2.2755,-4.4484,-3.3275,0,1,0,C0;0;0;0;0;0,0.1
155,p000154.jpg,1726508086.1112,32.6615,-34.6469,1.4564,62.6926,-5.5336,-5.6546,0,1,0,C0;0;0;0;0;0,0.1
156,p000155.jpg,1726508087.1112,32.8463,-35.2584,1.4394,105.2488,-3.2055,-7.3494,0,1,0,C0;0;0;0;0;0,0.1
157,p000156.jpg,1726508088.1112,33.2275,-35.7862,1.4283,129.8952,-4.7295,-7.8702,0,1,0,C0;0;0;0;0;0,0.1
158,p000157.jpg,1726508089.1532,33.7253,-36.4210,1.4495,137.8115,-5.8215,-6.5804,0,1,0,C0;0;0;0;0;0,0.1
159,p000158.jpg,1726508090.1532,34.2752,-37.0656,1.4387,139.5747,-5.6784,-6.0940,0,1,0,C0;0;0;0;0;0,0.1
160,p000159.jpg,1726508091.1532,34.8715,-37.6971,1.4622,143.6051,-7.9727,-3.3174,0,1,0,C0;0;0;0;0;0,0.1
161,p000160.jpg,1726508092.1942,35.6622,-38.2376,1.4250,117.8959,-3.7035,-6.6394,0,1,0,C0;0;0;0;0;0,0.1
162,p000161.jpg,1726508093.1952,36.3106,-38.8621,1.4098,124.8713,-0.8929,-9.7911,0,1,0,C0;0;0;0;0;0,0.1
163,p000162.jpg,1726508094.1952,36.8394,-39.5574,1.4152,151.1562,-7.9677,-7.4968,0,1,0,C0;0;0;0;0;0,0.1
164,p000163.jpg,1726508095.2362,37.6905,-40.0716,1.4097,123.6087,-5.9222,-10.6000,0,1,0,C0;0;0;0;0;0,0.1
165,p000164.jpg,1726508096.2362,38.7354,-40.0270,1.4007,79.7768,-7.9675,-10.3554,0,1,0,C0;0;0;0;0;0,0.1
166,p000165.jpg,1726508097.2782,39.6498,-39.5158,1.3950,53.4926,-5.2574,-8.9793,0,1,0,C0;0;0;0;0;0,0.1
167,p000166.jpg,1726508098.2782,40.3938,-38.9045,1.3838,45.9737,-4.2082,-10.9867,0,1,0,C0;0;0;0;0;0,0.1
168,p000167.jpg,1726508099.2782,41.1091,-38.2744,1.4059,45.7459,-6.5156,-8.1209,0,1,0,C0;0;0;0;0;0,0.1
169,p000168.jpg,1726508100.3202,41.9453,-38.0242,1.4097,77.2792,-4.6712,-8.6922,0,1,0,C0;0;0;0;0;0,0.1
170,p000169.jpg,1726508101.3202,42.6319,-38.3080,1.4179,115.0778,-5.0424,-7.8408,0,1,0,C0;0;0;0;0;0,0.1
171,p000170.jpg,1726508102.3192,43.3167,-38.8350,1.4115,133.0869,-3.6369,-8.3759,0,1,0,C0;0;0;0;0;0,0.1
172,p000171.jpg,1726508103.3612,44.1239,-39.3820,1.4141,133.8199,-2.9373,-7.6867,0,1,0,C0;0;0;0;0;0,0.1
173,p000172.jpg,1726508104.3612,44.9089,-39.9902,1.4227,132.8995,-4.4699,-6.4027,0,1,0,C0;0;0;0;0;0,0.1
174,p000173.jpg,1726508105.3612,45.5345,-40.6877,1.4281,129.8258,-2.8669,-8.4023,0,1,0,C0;0;0;0;0;0,0.1
175,p000174.jpg,1726508106.4052,46.2107,-41.3859,1.4585,130.0919,-5.0804,-5.6919,0,1,0,C0;0;0;0;0;0,0.1
176,p000175.jpg,1726508107.4052,46.9172,-42.0374,1.4561,131.2150,-5.1651,-4.0384,0,1,0,C0;0;0;0;0;0,0.1
177,p000176.jpg,1726508108.4052,47.6517,-42.6453,1.4601,128.3713,-3.5710,-3.9947,0,1,0,C0;0;0;0;0;0,0.1
178,p000177.jpg,1726508109.4052,48.3176,-43.2875,1.4603,128.7327,-6.2680,-3.4825,0,1,0,C0;0;0;0;0;0,0.1
179,p000178.jpg,1726508110.4472,49.0675,-43.9045,1.4560,124.7247,-5.9302,-3.1893,0,1,0,C0;0;0;0;0;0,0.1
180,p000179.jpg,1726508111.4472,49.7661,-44.5181,1.4578,125.1090,-7.2729,-2.6414,0,1,0,C0;0;0;0;0;0,0.1
181,p000180.jpg,1726508112.4442,50.4081,-45.0761,1.4369,131.3778,-3.5585,-6.1670,0,1,0,C0;0;0;0;0;0,0.1
182,p000181.jpg,1726508113.4472,50.8579,-45.5093,1.4384,144.3932,-2.7965,-6.4208,0,1,0,C0;0;0;0;0;0,0.1
183,p000182.jpg,1726508114.4872,51.5650,-46.0647,1.4114,128.6420,-6.7437,-8.7677,0,1,0,C0;0;0;0;0;0,0.1
184,p000183.jpg,1726508115.4882,52.2852,-46.6071,1.4359,123.0142,-5.1875,-8.7715,0,1,0,C0;0;0;0;0;0,0.1
185,p000184.jpg,1726508116.4882,52.8581,-47.1329,1.4099,138.7321,-6.8348,-6.0153,0,1,0,C0;0;0;0;0;0,0.1
186,p000185.jpg,1726508117.5302,53.1048,-47.7854,1.4223,172.0388,-7.2826,-9.0202,0,1,0,C0;0;0;0;0;0,0.1
